カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Azorius Charm,1,{W}{U},Azorius Charm,,WU,,インスタント,,Choose one ? Creatures you control gain lifelink until end of turn; or draw a card; or put target attacking or blocking creature on top of its owner's library.,,,,,,,,,,,,,,Azorius Charm,アゾリウスの魔除け,Choose one ? Creatures you control gain lifelink until end of turn; or draw a card; or put target attacking or blocking creature on top of its owner's library.,以下の３つから１つを選ぶ。「あなたがコントロールするクリーチャーはターン終了時まで絆魂を得る。」「カードを１枚引く。」「攻撃クリーチャー１体かブロック・クリーチャー１体を対象とし、それをオーナーのライブラリーの一番上に置く。」,"<i>""The rules of logic and order have already made the choice for you.""</i><br/></i>?Isperia</i>",<i>「論理と秩序に従って、あなたの選択はすでになされました。」</i><br/></i>――イスペリア</i>,Zoltan Boros,145,,,,,,,,,,RTR,アンコモン,,
Azorius Cluestone,1,{3},Azorius Cluestone,,Colorless,,アーティファクト,,"{Tap}: Add {W} or {U} to your mana pool.<br/>{W}{U}, {Tap}, Sacrifice Azorius Cluestone: Draw a card.",,,,,,,,,,,,,,Azorius Cluestone,アゾリウスの導き石,"{Tap}: Add {W} or {U} to your mana pool.<br/>{W}{U}, {Tap}, Sacrifice Azorius Cluestone: Draw a card.","{Tap}：あなたのマナ・プールに{W}か{U}を加える。<br/>{W}{U}, {Tap}, アゾリウスの導き石を生け贄に捧げる：カードを１枚引く。","<i>Its three sides represent the Sova, judges and arbitrators; the Jelenn, scribes and elocutors; and the Lyev, lawmages and enforcers.</i>",<i>その三つの面は、判事であり調停者であるソーヴァ隊、速記官であり雄弁家であるジェーレン隊、そして法魔道士であり処罰者であるリーヴ隊を表す。</i>,Raoul Vitale,136,,,,,,,,,,DGM,コモン,,
Azorius Guildgate,1,,Azorius Guildgate,,Colorless,,土地,門,Azorius Guildgate enters the battlefield tapped.<br/>{Tap}: Add {W} or {U} to your mana pool.,,,,,,,,,,,,,,Azorius Guildgate,アゾリウスのギルド門,Azorius Guildgate enters the battlefield tapped.<br/>{Tap}: Add {W} or {U} to your mana pool.,アゾリウスのギルド門はタップ状態で戦場に出る。<br/>{Tap}：あなたのマナ・プールに{W}か{U}を加える。,"<i>Enter the Senate, the seat of justice and the foundation of Ravnican society.</i>",<i>ラヴニカ社会の礎、正義の_や_どると_こ_ろ、評議会は_こ_の中。</i>,Drew Baker,237,,,,,,,,,,RTR,コモン,,
Azorius Justiciar,1,{2}{W}{W},Azorius Justiciar,,W,,クリーチャー,人間 ウィザード,"When Azorius Justiciar enters the battlefield, detain up to two target creatures your opponents control. <i>(Until your next turn, those creatures can't attack or block and their activated abilities can't be activated.)</i>",2,2,,,,,,,,,,,,Azorius Justiciar,アゾリウスの大司法官,"When Azorius Justiciar enters the battlefield, detain up to two target creatures your opponents control. <i>(Until your next turn, those creatures can't attack or block and their activated abilities can't be activated.)</i>",アゾリウスの大司法官が戦場に出たとき、あなたの対戦相手がコントロールするクリーチャーを最大２体まで対象とし、それらを留置する。（あなたの次のターンまで、それらのクリーチャーでは攻撃もブロックもできず、それらの起動型能力は起動できない。）,"<i>""Your potential to commit a crime warrants further investigation.""</i>",<i>「あなたが犯罪をおかす可能性を考えると、更なる取り調べが必要のようです。」</i>,Chris Rahn,6,,,,,,,,,,RTR,アンコモン,,
Azorius Keyrune,1,{3},Azorius Keyrune,,Colorless,,アーティファクト,,{Tap}: Add {W} or {U} to your mana pool.<br/>{W}{U}: Azorius Keyrune becomes a 2/2 white and blue Bird artifact creature with flying until end of turn.,,,,,,,,,,,,,,Azorius Keyrune,アゾリウスの魔鍵,{Tap}: Add {W} or {U} to your mana pool.<br/>{W}{U}: Azorius Keyrune becomes a 2/2 white and blue Bird artifact creature with flying until end of turn.,{Tap}：あなたのマナ・プールに{W}か{U}を加える。<br/>{W}{U}：アゾリウスの魔鍵はターン終了時まで、飛行を持つ白であり青である２/２の鳥・アーティファクト・クリーチャーになる。,"<i>""The higher the mind soars, the greater its understanding of the law.""</i><br/></i>?Isperia</i>",<i>「精神がさらなる高みへと昇れば、それだけ法の理解も深まります。」</i><br/></i>――イスペリア</i>,Daniel Ljunggren,225,,,,,,,,,,RTR,アンコモン,,
Azor's Elocutors,1,{3}{W/U}{W/U},Azor's Elocutors,,WU,,クリーチャー,人間 アドバイザー,"At the beginning of your upkeep, put a filibuster counter on Azor's Elocutors. Then if Azor's Elocutors has five or more filibuster counters on it, you win the game.<br/>Whenever a source deals damage to you, remove a filibuster counter from Azor's Elocutors.",3,5,,,,,,,,,,,,Azor's Elocutors,アゾールの雄弁家,"At the beginning of your upkeep, put a filibuster counter on Azor's Elocutors. Then if Azor's Elocutors has five or more filibuster counters on it, you win the game.<br/>Whenever a source deals damage to you, remove a filibuster counter from Azor's Elocutors.",あなたのアップキープの開始時に、アゾールの雄弁家の上に牛歩カウンターを１個置く。その後、アゾールの雄弁家の上に牛歩カウンターが５個以上置かれている場合、あなたはこのゲームに勝利する。<br/>発生源１つがあなたにダメージを与えるたび、アゾールの雄弁家の上から牛歩カウンターを１個取り除く。,,,Johannes Voss,210,,,,,,,,,,RTR,レア,,
Balustrade Spy,1,{3}{B},Balustrade Spy,,B,,クリーチャー,吸血鬼 ならず者,"Flying<br/>When Balustrade Spy enters the battlefield, target player reveals cards from the top of his or her library until he or she reveals a land card, then puts those cards into his or her graveyard.",2,3,,,,,,,,,,,,Balustrade Spy,欄干のスパイ,"Flying<br/>When Balustrade Spy enters the battlefield, target player reveals cards from the top of his or her library until he or she reveals a land card, then puts those cards into his or her graveyard.",飛行欄干のスパイが戦場に出たとき、プレイヤー１人を対象とする。そのプレイヤーは自分のライブラリーの一番上から、土地カードが公開されるまでカードを公開し続ける。その後それらのカードを自分の墓地に置く。,,,Jaime Jones,57,,,,,,,,,,GTC,コモン,,
Bane Alley Blackguard,1,{1}{B},Bane Alley Blackguard,,B,,クリーチャー,人間 ならず者,,1,3,,,,,,,,,,,,Bane Alley Blackguard,破滅小径の悪党,,,"<i>""I'm in the field of procurement, and business is good. The guilds want all kinds of maps and relics these days, though what they want them for I'm not quite sure.""</i>",<i>「私は調達を専門としておりましてね、おかげさまで商売は順調です。最近ではどのギルドもあらゆる地図や遺物を求めていますよ。何が目的なのかはさっぱりですが。」</i>,Mike Bierek,21,,,,,,,,,,DGM,コモン,,
Bane Alley Broker,1,{1}{U}{B},Bane Alley Broker,,UB,,クリーチャー,人間 ならず者,"{Tap}: Draw a card, then exile a card from your hand face down.<br/>You may look at cards exiled with Bane Alley Broker.<br/>{U}{B}, {Tap}: Return a card exiled with Bane Alley Broker to its owner's hand.",0,3,,,,,,,,,,,,Bane Alley Broker,破滅小径の仲介人,"{Tap}: Draw a card, then exile a card from your hand face down.<br/>You may look at cards exiled with Bane Alley Broker.<br/>{U}{B}, {Tap}: Return a card exiled with Bane Alley Broker to its owner's hand.","{Tap}：カードを１枚引き、その後あなたの手札からカードを１枚裏向きで追放する。あなたは破滅小径の仲介人によって追放されたカードを見てもよい。{U}{B}, {Tap}：破滅小径の仲介人で追放されたカードを１枚オーナーの手札に戻す。",,,Clint Cearley,145,,,,,,,,,,GTC,アンコモン,,
Basilica Guards,1,{2}{W},Basilica Guards,,W,,クリーチャー,人間 兵士,"Defender<br/>Extort <i>(Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.)</i>",1,4,,,,,,,,,,,,Basilica Guards,聖堂の護衛,"Defender<br/>Extort <i>(Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.)</i>",防衛<br/>強請（あなたが呪文を１つ唱えるたび、あなたは{W/B}を支払ってもよい。そうした場合、各対戦相手はそれぞれ１点のライフを失い、あなたはその点数分のライフを得る。）,"<i>""None may pass . . . for free.""</i>",<i>「ここは通さん……無料では。」</i>,Dan Scott,5,,,,,,,,,,GTC,コモン,,
Basilica Screecher,1,{1}{B},Basilica Screecher,,B,,クリーチャー,コウモリ,"Flying<br/>Extort <i>(Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.)</i>",1,2,,,,,,,,,,,,Basilica Screecher,聖堂の金切り声上げ,"Flying<br/>Extort <i>(Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.)</i>",飛行<br/>強請（あなたが呪文を１つ唱えるたび、あなたは{W/B}を支払ってもよい。そうした場合、各対戦相手はそれぞれ１点のライフを失い、あなたはその点数分のライフを得る。）,<i>A screech in the night is all it takes for Orzhov debtors to clutch at their coin purses.</i>,<i>夜に金切り声が響くだけで、オルゾフの債務者は財布を握りしめる。</i>,Christine Choi,58,,,,,,,,,,GTC,コモン,,
Batterhorn,1,{4}{R},Batterhorn,,R,,クリーチャー,ビースト,"When Batterhorn enters the battlefield, you may destroy target artifact.",4,3,,,,,,,,,,,,Batterhorn,乱打角,"When Batterhorn enters the battlefield, you may destroy target artifact.",乱打角が戦場に出たとき、アーティファクト１つを対象とする。あなたはそれを破壊してもよい。,<i>Novice shopkeeps spend hours deciding how best to display their wares. Veterans focus on portability.</i>,<i>新米店主は何時間もかけて商品の陳列を工夫する。ベテランは持ち運びを重視する。</i>,Dave Kendall,87,,,,,,,,,,RTR,コモン,,
Battering Krasis,1,{2}{G},Battering Krasis,,G,,クリーチャー,魚 ビースト,"Trample<br/>Evolve <i>(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)</i>",2,1,,,,,,,,,,,,Battering Krasis,乱打する混成体,"Trample<br/>Evolve <i>(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)</i>",トランプル<br/>進化（クリーチャーが１体あなたのコントロール下で戦場に出るたび、そのクリーチャーのパワーかタフネスがこのクリーチャーよりも大きい場合、このクリーチャーの上に＋１/＋１カウンターを１個置く。）,,,Jack Wang,41,,,,,,,,,,DGM,コモン,,
Bazaar Krovod,1,{4}{W},Bazaar Krovod,,W,,クリーチャー,ビースト,"Whenever Bazaar Krovod attacks, another target attacking creature gets +0/+2 until end of turn. Untap that creature.",2,5,,,,,,,,,,,,Bazaar Krovod,市場のクロヴァド,"Whenever Bazaar Krovod attacks, another target attacking creature gets +0/+2 until end of turn. Untap that creature.",市場のクロヴァドが攻撃するたび、他の攻撃クリーチャー１体を対象とする。それはターン終了時まで＋０/＋２の修整を受ける。そのクリーチャーをアンタップする。,"<i>The Hauler's Collective wields great influence over the Ravnican merchant class. Without it, little moves in the city.</i>",<i>運び屋組合はラヴニカの商人階級に対して大きな影響力を持っている。これがなければ市内の物流が滞るのだ。</i>,Lars Grant-West,7,,,,,,,,,,RTR,アンコモン,,
Beck,1,{G}{U},Beck,,UG,,ソーサリー,,"Whenever a creature enters the battlefield this turn, you may draw a card.<br/>Fuse <i>(You may cast one or both halves of this card from your hand.)</i>",,,,,,,,,,,,,,Beck,唯々,"Whenever a creature enters the battlefield this turn, you may draw a card.<br/>Fuse <i>(You may cast one or both halves of this card from your hand.)</i>",このターン、クリーチャー１体が戦場に出るたび、あなたはカードを１枚引いてもよい。<br/>融合（あなたはこのカードの片方の半分または両方の半分をあなたの手札から唱えてもよい。）,,,Adam Paquette,123,,,,,,,,,,DGM,レア,,
Beckon Apparition,1,{W/B},Beckon Apparition,,WB,,インスタント,,Exile target card from a graveyard. Put a 1/1 white and black Spirit creature token with flying onto the battlefield.,,,,,,,,,,,,,,Beckon Apparition,亡霊招き,Exile target card from a graveyard. Put a 1/1 white and black Spirit creature token with flying onto the battlefield.,いずれかの墓地にあるカード１枚を対象とし、それを追放する。飛行を持つ白であり黒である１/１のスピリット・クリーチャー・トークンを１体戦場に出す。,<i>The foyer is littered with the coins it demands but can no longer hold.</i>,<i>ロビーにはそれが要求しながらも決して手に取ることができない小銭が散乱している。</i>,Cliff Childs,212,,,,,,,,,,GTC,コモン,,
