カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト,
Battle Sliver,1,{4}{R},Battle Sliver,,R,,クリーチャー,スリヴァー,Sliver creatures you control get +2/+0.,3,3,,,,,,,,,,,,Battle Sliver,戦闘スリヴァー,Sliver creatures you control get +2/+0.,あなたがコントロールするスリヴァー・クリーチャーは＋２/＋０の修整を受ける。,"<i>""One emitted a strange series of buzzing clicks and guttural commands, then clawed arms emerged from all of them. Is there no limit to their adaptations?""?Hastric, Thunian scout</i>",<i>「一体が奇妙なカチカチした音をしばらく鳴らして、しわがれた声で号令をかけたかと思うと、全員から爪の生えた腕が生えてきた。あいつらは無数に尖腕を生やせるのか？」――テューンの斥候、ハストリック</i>,Slawomir Maniak,128,,,,,,,,,,M14,アンコモン,,,
Blessing,1,{W}{W},Blessing,,W,,エンチャント,オーラ,Enchant creature<br/>{W}: Enchanted creature gets +1/+1 until end of turn.,,,,,,,,,,,,,,Blessing,,{W}: Target creature gains +1/+1 until end of turn.,,,,Julie Baroh,,,,,,,,,,,LEA,レア,,,
Blessing,1,{W}{W},Blessing,,W,,エンチャント,オーラ,Enchant creature<br/>{W}: Enchanted creature gets +1/+1 until end of turn.,,,,,,,,,,,,,,Blessing,,{W} Target creature gains +1/+1 until end of turn.,,,,Julie Baroh,,,,,,,,,,,LEB,レア,,,
Blessing,1,{W}{W},Blessing,,W,,エンチャント,オーラ,Enchant creature<br/>{W}: Enchanted creature gets +1/+1 until end of turn.,,,,,,,,,,,,,,Blessing,,{W} Target creature gains +1/+1 until end of turn.,,,,Julie Baroh,,,,,,,,,,,2ED,レア,,,
Blessing,1,{W}{W},Blessing,,W,,エンチャント,オーラ,Enchant creature<br/>{W}: Enchanted creature gets +1/+1 until end of turn.,,,,,,,,,,,,,,Blessing,,{W} +1/+1,,,,Julie Baroh,,,,,,,,,,,3ED,レア,,,
Blessing,1,{W}{W},Blessing,,W,,エンチャント,オーラ,Enchant creature<br/>{W}: Enchanted creature gets +1/+1 until end of turn.,,,,,,,,,,,,,,Blessing,,{W} Target creature Blessing enchants gets +1/+1 until end of turn.,,,,Julie Baroh,,,,,,,,,,,4ED,レア,,,
Blessing,1,{W}{W},Blessing,,W,,エンチャント,オーラ,Enchant creature<br/>{W}: Enchanted creature gets +1/+1 until end of turn.,,,,,,,,,,,,,,Blessing,祝福,Enchant creature{W}: Enchanted creature gets +1/+1 until end of turn.,エンチャント（クリーチャー）{W}：エンチャントされているクリーチャーはターン終了時まで＋１/＋１の修整を受ける。,"<i>""Virtue can't survive without strength.""?Ardanna of the Angelic Council</i>",<i>「力なくして美徳は生き永らえません。」――天使議会のアルダナ</i>,Jason A. Engle,8,,,,,,,,,,M14,アンコモン,,,
Blightcaster,1,{3}{B},Blightcaster,,B,,クリーチャー,人間 ウィザード,"Whenever you cast an enchantment spell, you may have target creature get -2/-2 until end of turn.",2,3,,,,,,,,,,,,Blightcaster,荒廃唱え,"Whenever you cast an enchantment spell, you may have target creature get -2/-2 until end of turn.",あなたがエンチャント呪文を１つ唱えるたび、クリーチャー１体を対象とする。あなたは「それはターン終了時まで－２/－２の修整を受ける。」を選んでもよい。,"<i>""Your flesh is unprepared for my gifts.""</i>",<i>「お前の肉体では私の贈り物を受け止められんな。」</i>,Winona Nelson,86,,,,,,,,,,M14,アンコモン,,,
Blood Bairn,1,{2}{B},Blood Bairn,,B,,クリーチャー,吸血鬼,Sacrifice another creature: Blood Bairn gets +2/+2 until end of turn.,2,2,,,,,,,,,,,,Blood Bairn,血の幼子,Sacrifice another creature: Blood Bairn gets +2/+2 until end of turn.,他のクリーチャー１体を生け贄に捧げる：血の幼子は、ターン終了時まで＋２/＋２の修整を受ける。,<i>The travelers were warned to watch out for children on the road.</i>,<i>旅人は道行く先の子ども達に気を付けるよう忠告された。</i>,Ryan Yee,87,,,,,,,,,,M14,コモン,,,
Blur Sliver,1,{2}{R},Blur Sliver,,R,,クリーチャー,スリヴァー,Sliver creatures you control have haste. <i>(They can attack and {Tap} as soon as they come under your control.)</i>,2,2,,,,,,,,,,,,Blur Sliver,収差スリヴァー,Sliver creatures you control have haste. <i>(They can attack and {Tap} as soon as they come under your control.)</i>,あなたがコントロールするスリヴァー・クリーチャーは速攻を持つ。（それらはあなたのコントロール下になってすぐに攻撃したり{Tap}したりできる。）,"<i>They move in a synchronized swarm, turning entire squads into heaps of bloody rags and bones in an instant.</i>",<i>彼らは統制のとれた集団行動をとり、瞬時に部隊全体を血にまみれた骨とボロ切れの山に変えてしまう。</i>,Daarken,129,,,,,,,,,,M14,コモン,,,
Bogbrew Witch,1,{3}{B},Bogbrew Witch,,B,,クリーチャー,人間 ウィザード,"{2}, {Tap}: Search your library for a card named Festering Newt or Bubbling Cauldron, put it onto the battlefield tapped, then shuffle your library.",1,3,,,,,,,,,,,,Bogbrew Witch,泥沼煎じの魔女,"{2}, {Tap}: Search your library for a card named Festering Newt or Bubbling Cauldron, put it onto the battlefield tapped, then shuffle your library.","{2}, {Tap}：あなたのライブラリーからただれたイモリか泡立つ大釜という名前のカードを１枚探し、それをタップ状態で戦場に出し、その後あなたのライブラリーを切り直す。","<i>""The hardest thing is finding the right ingredients.""</i>",<i>「正しい材料を見つけるのが一番大変なのさ。」</i>,Eric Deschamps,88,,,,,,,,,,M14,レア,,,
Bonescythe Sliver,1,{3}{W},Bonescythe Sliver,,W,,クリーチャー,スリヴァー,Sliver creatures you control have double strike. <i>(They deal both first-strike and regular combat damage.)</i>,2,2,,,,,,,,,,,,Bonescythe Sliver,骨鎌スリヴァー,Sliver creatures you control have double strike. <i>(They deal both first-strike and regular combat damage.)</i>,あなたがコントロールするスリヴァー・クリーチャーは二段攻撃を持つ。（それらは先制攻撃と通常の２回の戦闘ダメージを与える。）,"<i>""Their appendages are sharper than our swords and quicker than our bows.""?Hastric, Thunian scout</i>",<i>「やつらの尖腕は俺達の剣より鋭く、しかも俺達の弓より速い。」――テューンの斥候、ハストリック</i>,Trevor Claxton,9,,,,,,,,,,M14,レア,,,
Bramblecrush,1,{2}{G}{G},Bramblecrush,,G,,ソーサリー,,Destroy target noncreature permanent.,,,,,,,,,,,,,,Bramblecrush,茨潰し,Destroy target noncreature permanent.,クリーチャーでないパーマネント１つを対象とし、それを破壊する。,"<i>""Civilization is fertilizer.""</i><br/></i>?Garruk Wildspeaker</i>",<i>「文明は肥料だ。」</i><br/></i>――野生語りのガラク</i>,Drew Baker,172,,,,,,,,,,ISD,アンコモン,,,
Bramblecrush,1,{2}{G}{G},Bramblecrush,,G,,ソーサリー,,Destroy target noncreature permanent.,,,,,,,,,,,,,,Bramblecrush,茨潰し,Destroy target noncreature permanent.,クリーチャーでないパーマネント１つを対象とし、それを破壊する。,<i>Nature abhors a lot of things.</i>,<i>自然は多くのものを忌み嫌う。</i>,Drew Baker,165,,,,,,,,,,M14,アンコモン,,,
Brave the Elements,1,{W},Brave the Elements,,W,,インスタント,,"Choose a color. White creatures you control gain protection from the chosen color until end of turn. <i>(They can't be blocked, targeted, dealt damage, or enchanted by anything of that color.)</i>",,,,,,,,,,,,,,Brave the Elements,精霊への挑戦,Choose a color. White creatures you control gain protection from the chosen color until end of turn.,色を１色選ぶ。 あなたがコントロールする白のクリーチャーはターン終了時までプロテクション（その選ばれた色）を得る。,"<i>""Trust me, your lost fingers and toes are nothing compared to the lost treasures of Sejiri.""</i><br/></i>?Zahr Gada, Halimar expedition leader</i>",<i>「本当だとも。お前が失った指や爪先と、セジーリの失われた宝物とじゃ、全然比較にならないんだ。」</i><br/></i>――ハリマー探検隊長、ザール・ガーダ</i>,Goran Josic,4,,,,,,,,,,ZEN,アンコモン,,,
Brave the Elements,1,{W},Brave the Elements,,W,,インスタント,,"Choose a color. White creatures you control gain protection from the chosen color until end of turn. <i>(They can't be blocked, targeted, dealt damage, or enchanted by anything of that color.)</i>",,,,,,,,,,,,,,Brave the Elements,精霊への挑戦,"Choose a color. White creatures you control gain protection from the chosen color until end of turn. <i>(They can't be blocked, targeted, dealt damage, or enchanted by anything of that color.)</i>",色を１色選ぶ。あなたがコントロールする白のクリーチャーはターン終了時までプロテクション（その選ばれた色）を得る。（それらは選ばれた色のものによって、ブロックされず、対象にならず、ダメージを与えられず、エンチャントされない。）,,,Goran Josic,10,,,,,,,,,,M14,アンコモン,,,
Briarpack Alpha,1,{3}{G},Briarpack Alpha,,G,,クリーチャー,狼,"Flash <i>(You may cast this spell any time you could cast an instant.)</i><br/>When Briarpack Alpha enters the battlefield, target creature gets +2/+2 until end of turn.",3,3,,,,,,,,,,,,Briarpack Alpha,茨群れの頭目,"Flash <i>(You may cast this spell any time you could cast an instant.)</i><br/>When Briarpack Alpha enters the battlefield, target creature gets +2/+2 until end of turn.",瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）茨群れの頭目が戦場に出たとき、クリーチャー１体を対象とする。それはターン終了時まで＋２/＋２の修整を受ける。,"<i>""The wolves turned on us and a chill swept over me. The pack had a new leader.""</i><br/></i>?Alena, trapper of Kessig</i>",<i>「狼がこっち向いた時、全身に寒気が走ったわ。群れの頭が新しくなっていたのよ。」――ケッシグの罠師、アレイナ</i>,Daarken,108,,,,,,,,,,DKA,アンコモン,,,
Briarpack Alpha,1,{3}{G},Briarpack Alpha,,G,,クリーチャー,狼,"Flash <i>(You may cast this spell any time you could cast an instant.)</i><br/>When Briarpack Alpha enters the battlefield, target creature gets +2/+2 until end of turn.",3,3,,,,,,,,,,,,Briarpack Alpha,茨群れの頭目,"Flash <i>(You may cast this spell any time you could cast an instant.)</i>When Briarpack Alpha enters the battlefield, target creature gets +2/+2 until end of turn.",瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）茨群れの頭目が戦場に出たとき、クリーチャー１体を対象とする。それはターン終了時まで＋２/＋２の修整を受ける。,"<i>""One of my greatest teachers.""?Garruk Wildspeaker</i>",<i>「自分にとって最高の師のひとりだ。」――野生語りのガラク</i>,Daarken,166,,,,,,,,,,M14,アンコモン,,,
Brindle Boar,1,{2}{G},Brindle Boar,,G,,クリーチャー,猪,Sacrifice Brindle Boar: You gain 4 life.,2,2,,,,,,,,,,,,Brindle Boar,斑の猪,Sacrifice Brindle Boar: You gain 4 life.,斑の猪を生け贄に捧げる：あなたは４点のライフを得る。,"<i>The war lasted for generations. The boars didn't need to hunt for food anymore. They fed on the fallen corpses, and the living fed off of them.</i>",<i>戦争は何世代も続いた。 猪はもう餌のための狩りをする必要がなかった。 それは死体を食べ、生きている者がそれを食べた。</i>,Dave Allsop,166,,,,,,,,,,M11,コモン,,,
Brindle Boar,1,{2}{G},Brindle Boar,,G,,クリーチャー,猪,Sacrifice Brindle Boar: You gain 4 life.,2,2,,,,,,,,,,,,Brindle Boar,斑の猪,Sacrifice Brindle Boar: You gain 4 life.,斑の猪を生け贄に捧げる：あなたは４点のライフを得る。,"<i>""Tell the cooks to prepare the fires. Tonight we feast!""</i><br/></i>?Tolar Wolfbrother, Krosan tracker</i>",<i>「料理番に火をつけとけって伝えな。 今夜はご馳走だぞ！」</i><br/></i>――クローサの足跡追い、狼兄弟のトラール</i>,Dave Allsop,167,,,,,,,,,,M12,コモン,,,
Brindle Boar,1,{2}{G},Brindle Boar,,G,,クリーチャー,猪,Sacrifice Brindle Boar: You gain 4 life.,2,2,,,,,,,,,,,,Brindle Boar,斑の猪,Sacrifice Brindle Boar: You gain 4 life.,斑の猪を生け贄に捧げる：あなたは４点のライフを得る。,"<i>""Tell the cooks to prepare the fires. Tonight we feast!""?Tolar Wolfbrother, Krosan tracker</i>",<i>「料理番に火をつけとけって伝えな。今夜はご馳走だぞ！」――クローサの足跡追い、狼兄弟のトラール</i>,Dave Allsop,167,,,,,,,,,,M14,コモン,,,
Bubbling Cauldron,1,{2},Bubbling Cauldron,,Colorless,,アーティファクト,,"{1}, {Tap}, Sacrifice a creature: You gain 4 life.<br/>{1}, {Tap}, Sacrifice a creature named Festering Newt: Each opponent loses 4 life. You gain life equal to the life lost this way.",,,,,,,,,,,,,,Bubbling Cauldron,泡立つ大釜,"{1}, {Tap}, Sacrifice a creature: You gain 4 life.{1}, {Tap}, Sacrifice a creature named Festering Newt: Each opponent loses 4 life. You gain life equal to the life lost this way.","{1}, {Tap}, クリーチャーを１体生け贄に捧げる：あなたは４点のライフを得る。{1}, {Tap}, ただれたイモリという名前のクリーチャーを１体生け贄に捧げる：各対戦相手はそれぞれ４点のライフを失う。あなたはこれにより失われたライフに等しい点数のライフを得る。",,,Eric Deschamps,205,,,,,,,,,,M14,アンコモン,,,
