カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Chandra's Outrage,1,{2}{R}{R},Chandra's Outrage,,R,,インスタント,,Chandra's Outrage deals 4 damage to target creature and 2 damage to that creature's controller.,,,,,,,,,,,,,,Chandra's Outrage,チャンドラの憤慨,Chandra's Outrage deals 4 damage to target creature and 2 damage to that creature's controller.,クリーチャー１体を対象とする。チャンドラの憤慨はそれに４点のダメージと、そのクリーチャーのコントローラーに２点のダメージを与える。,"<i>Chandra never believed in using her ""inside voice.""</i>",<i>チャンドラは「内なる声」には二度と耳を貸そうとしなかった。</i>,Christopher Moeller,133,,,,,,,,,,M14,コモン,,
Chandra's Phoenix,1,{1}{R}{R},Chandra's Phoenix,,R,,クリーチャー,フェニックス,"Flying<br/>Haste <i>(This creature can attack and {Tap} as soon as it comes under your control.)</i><br/>Whenever an opponent is dealt damage by a red instant or sorcery spell you control or by a red planeswalker you control, return Chandra's Phoenix from your graveyard to your hand.",2,2,,,,,,,,,,,,Chandra's Phoenix,チャンドラのフェニックス,"FlyingHaste <i>(This creature can attack and {Tap} as soon as it comes under your control.)</i>Whenever an opponent is dealt damage by a red instant or sorcery spell you control or by a red planeswalker you control, return Chandra's Phoenix from your graveyard to your hand.",飛行速攻（このクリーチャーは、あなたのコントロール下になってすぐに攻撃したり{Tap}したりできる。）あなたがコントロールする、赤のインスタント呪文１つか赤のソーサリー呪文１つか赤のプレインズウォーカー１体が、対戦相手１人にダメージを与えるたび、チャンドラのフェニックスをあなたの墓地からあなたの手札に戻す。,,,Aleksi Briclot,134,,,,,,,,,,M14,レア,,
Charging Griffin,1,{3}{W},Charging Griffin,,W,,クリーチャー,グリフィン,"Flying<br/>Whenever Charging Griffin attacks, it gets +1/+1 until end of turn.",2,2,,,,,,,,,,,,Charging Griffin,突進するグリフィン,"FlyingWhenever Charging Griffin attacks, it gets +1/+1 until end of turn.",飛行突進するグリフィンが攻撃するたび、これはターン終了時まで＋１/＋１の修整を受ける。,"<i>Four claws, two wings, one beak, no fear.</i>",<i>爪は四つ、翼は二つ、嘴は一つ、躊躇は無し。</i>,Erica Yang,13,,,,,,,,,,M14,コモン,,
Child of Night,1,{1}{B},Child of Night,,B,,クリーチャー,吸血鬼,Lifelink <i>(Damage dealt by this creature also causes you to gain that much life.)</i>,2,1,,,,,,,,,,,,Child of Night,夜の子,Lifelink <i>(Damage dealt by this creature also causes you to gain that much life.)</i>,絆魂（このクリーチャーがダメージを与える場合、さらにあなたはその点数分のライフを得る。）,<i>Sins that would be too gruesome in the light of day are made more pleasing in the dark of night.</i>,<i>陽の光の下ではあまりに陰惨な罪も、夜の闇の下ではより喜ばしい。</i>,Ash Wood,89,,,,,,,,,,M14,コモン,,
Claustrophobia,1,{1}{U}{U},Claustrophobia,,U,,エンチャント,オーラ,"Enchant creature<br/>When Claustrophobia enters the battlefield, tap enchanted creature.<br/>Enchanted creature doesn't untap during its controller's untap step.",,,,,,,,,,,,,,Claustrophobia,閉所恐怖症,"Enchant creatureWhen Claustrophobia enters the battlefield, tap enchanted creature.Enchanted creature doesn't untap during its controller's untap step.",エンチャント（クリーチャー）閉所恐怖症が戦場に出たとき、エンチャントされているクリーチャーをタップする。エンチャントされているクリーチャーは、それのコントローラーのアンタップ・ステップにアンタップしない。,<i>Six feet of earth muffled his cries.</i>,<i>棺を覆う土が彼の叫びを遮った。</i>,Ryan Pancoast,46,,,,,,,,,,M14,コモン,,
Clone,1,{3}{U},Clone,,U,,クリーチャー,多相の戦士,You may have Clone enter the battlefield as a copy of any creature on the battlefield.,0,0,,,,,,,,,,,,Clone,クローン,You may have Clone enter the battlefield as a copy of any creature on the battlefield.,あなたはクローンを、戦場に出ているいずれかのクリーチャーのコピーとして戦場に出してもよい。,"<i>He knows your strengths, your weaknesses, and the shape of that unfortunate birthmark on your backside.</i>",<i>彼はあなたの長所も、短所も、そして生まれつきある背中の痣の形も知っている。</i>,Kev Walker,47,,,,,,,,,,M14,レア,,
Colossal Whale,1,{5}{U}{U},Colossal Whale,,U,,クリーチャー,鯨,"Islandwalk <i>(This creature can't be blocked as long as defending player controls an Island.)</i><br/>Whenever Colossal Whale attacks, you may exile target creature defending player controls until Colossal Whale leaves the battlefield. <i>(That creature returns under its owner's control.)</i>",5,5,,,,,,,,,,,,Colossal Whale,壮大な鯨,"Islandwalk <i>(This creature can't be blocked as long as defending player controls an Island.)</i><br/>Whenever Colossal Whale attacks, you may exile target creature defending player controls until Colossal Whale leaves the battlefield. <i>(That creature returns under its owner's control.)</i>",島渡り（このクリーチャーは防御プレイヤーが島をコントロールしているかぎりブロックされない。）<br/>壮大な鯨が攻撃するたび、防御プレイヤーがコントロールしているクリーチャー１体を対象とする。あなたはそれを、壮大な鯨が戦場を離れるまで追放してもよい。（そのクリーチャーはオーナーのコントロール下で戦場に戻る。）,,,Adam Paquette,48,,,,,,,,,,M14,レア,,
Congregate,1,{3}{W},Congregate,,W,,インスタント,,Target player gains 2 life for each creature on the battlefield.,,,,,,,,,,,,,,Congregate,集い,Target player gains 2 life for each creature on the battlefield.,プレイヤー１人を対象とする。そのプレイヤーは戦場に出ているクリーチャー１体につき２点のライフを得る。,"<i>""In the gathering there is strength for all who founder, renewal for all who languish, love for all who sing.""?Song of All, canto 642</i>",<i>「みなは集い、よろめく者は体力を、衰える者は復活を、歌う者は愛を見いだす。」――「万物の歌」、詩編六四二</i>,Mark Zug,14,,,,,,,,,,M14,アンコモン,,
Coral Merfolk,1,{1}{U},Coral Merfolk,,U,,クリーチャー,マーフォーク,,2,1,,,,,,,,,,,,Coral Merfolk,珊瑚マーフォーク,,,"<i>Early sailors thought they were tricks of the mind or perhaps manatees. As more and more ships were classified as lost to ""manatee attacks,"" the truth began to dawn.</i>",<i>昔の船乗りはそれが目の錯覚か、あるいはせいぜいマナティだろうと考えていた。だが「マナティの襲撃」によって行方不明になる船が増えるにつれて、真実が白日の下になっていった。</i>,rk post,49,,,,,,,,,,M14,コモン,,
Corpse Hauler,1,{1}{B},Corpse Hauler,,B,,クリーチャー,人間 ならず者,"{2}{B}, Sacrifice Corpse Hauler: Return another target creature card from your graveyard to your hand.",2,1,,,,,,,,,,,,Corpse Hauler,死体運び,"{2}{B}, Sacrifice Corpse Hauler: Return another target creature card from your graveyard to your hand.","{2}{B}, 死体運びを生け贄に捧げる：あなたの墓地にある他のクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。","<i>""He expects a reward, but the only piece of silver he'll get from me is my blade in his gut.""?Shelac, necromancer</i>",<i>「奴は見返りを求めているが、奴には銀貨ではなくこの銀の刃を腹で受け止めてもらおう。」――屍術師シラーク</i>,Jesper Ejsing,90,,,,,,,,,,M14,コモン,,
Corrupt,1,{5}{B},Corrupt,,B,,ソーサリー,,Corrupt deals damage equal to the number of Swamps you control to target creature or player. You gain life equal to the damage dealt this way.,,,,,,,,,,,,,,Corrupt,堕落,Corrupt deals damage equal to the number of Swamps you control to target creature or player. You gain life equal to the damage dealt this way.,クリーチャー１体かプレイヤー１人を対象とする。堕落はそれに、あなたがコントロールする沼の総数に等しい点数のダメージを与える。 あなたはこれにより与えたダメージに等しい点数のライフを得る。,<i>One misstep in the swamp and the evil that sleeps beneath will rise to find you.</i>,<i>沼で一歩でも足の置き場を間違えると、その下に眠る邪悪が目を覚まし、あなたに迫るだろう。</i>,Dave Allsop,91,,,,,,,,,,M14,アンコモン,,
Cyclops Tyrant,1,{5}{R},Cyclops Tyrant,,R,,クリーチャー,サイクロプス,Intimidate <i>(This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)</i><br/>Cyclops Tyrant can't block creatures with power 2 or less.,3,4,,,,,,,,,,,,Cyclops Tyrant,サイクロプスの暴君,Intimidate <i>(This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)</i>Cyclops Tyrant can't block creatures with power 2 or less.,威嚇（このクリーチャーはアーティファクト・クリーチャーかこれと共通の色を持つクリーチャー以外にはブロックされない。）サイクロプスの暴君ではパワーが２以下のクリーチャーをブロックできない。,"<i>A single eye, blinded by rage.</i>",<i>怒りに盲いた目が一つ。</i>,Zack Stella,135,,,,,,,,,,M14,コモン,,
Dark Favor,1,{1}{B},Dark Favor,,B,,エンチャント,オーラ,"Enchant creature<br/>When Dark Favor enters the battlefield, you lose 1 life.<br/>Enchanted creature gets +3/+1.",,,,,,,,,,,,,,Dark Favor,闇の好意,"Enchant creatureWhen Dark Favor enters the battlefield, you lose 1 life.Enchanted creature gets +3/+1.",エンチャント（クリーチャー）闇の好意が戦場に出たとき、あなたは１点のライフを失う。エンチャントされているクリーチャーは＋３/＋１の修整を受ける。,"<i>When he began to curse what he held holy, his strength grew unrivaled.</i>",<i>神聖だと思っていたものを冒涜し始めたとき、その力は類無きものになる。</i>,Allen Williams,92,,,,,,,,,,M14,コモン,,
Dark Prophecy,1,{B}{B}{B},Dark Prophecy,,B,,エンチャント,,"Whenever a creature you control dies, you draw a card and lose 1 life.",,,,,,,,,,,,,,Dark Prophecy,闇の予言,"Whenever a creature you control dies, you draw a card and lose 1 life.",あなたがコントロールするクリーチャーが１体死亡するたび、あなたはカードを１枚引くとともに１点のライフを失う。,"<i>When the bog ran short on small animals, Ekri turned to the surrounding farmlands.</i>",<i>沼地に小動物が少なくなってくると、エクリーは周辺の農地に目を向けるようになった。</i>,Scott Chou,93,,,,,,,,,,M14,レア,,
Darksteel Forge,1,{9},Darksteel Forge,,Colorless,,アーティファクト,,"Artifacts you control have indestructible. <i>(Effects that say ""destroy"" don't destroy them. Artifact creatures with indestructible can't be destroyed by damage.)</i>",,,,,,,,,,,,,,Darksteel Forge,ダークスティールの溶鉱炉,"Artifacts you control have indestructible. <i>(Effects that say ""destroy"" don't destroy them. Artifact creatures with indestructible can't be destroyed by damage.)</i>",あなたがコントロールするアーティファクトは破壊不能を持つ。（「破壊する」効果ではそれらは破壊されない。破壊不能を持つアーティファクト・クリーチャーは、ダメージによって破壊されない。）,"<i>""It is as if this world has been expecting our blessings.""?Elesh Norn, Grand Cenobite</i>",<i>「まるでこの世界が我々の祝福を待ち望んでいたかのようではないですか。」――大修道士、エリシュ・ノーン</i>,Martina Pilcerova,206,,,,,,,,,,M14,神話レア,,
Darksteel Ingot,1,{3},Darksteel Ingot,,Colorless,,アーティファクト,,Indestructible<br/>{Tap}: Add one mana of any color to your mana pool.,,,,,,,,,,,,,,Darksteel Ingot,ダークスティールの鋳塊,"Indestructible <i>(Effects that say ""destroy"" don't destroy this artifact.)</i>{Tap}: Add one mana of any color to your mana pool.",破壊不能（「破壊する」と書かれた効果では、このアーティファクトは破壊されない。）{Tap}：あなたのマナ・プールに、好きな色１色のマナ１点を加える。,"<i>""It reflects the purity of Mirrodin-that-was.""?Koth of the Hammer</i>",<i>「それはかつてのミラディンの清純さを表している。」――槌のコス</i>,Martina Pilcerova,207,,,,,,,,,,M14,アンコモン,,
Dawnstrike Paladin,1,{3}{W}{W},Dawnstrike Paladin,,W,,クリーチャー,人間 騎士,Vigilance <i>(Attacking doesn't cause this creature to tap.)</i><br/>Lifelink <i>(Damage dealt by this creature also causes you to gain that much life.)</i>,2,4,,,,,,,,,,,,Dawnstrike Paladin,暁駆けの聖騎士,Vigilance <i>(Attacking doesn't cause this creature to tap.)</i>Lifelink <i>(Damage dealt by this creature also causes you to gain that much life.)</i>,警戒（このクリーチャーは攻撃してもタップしない。）絆魂（このクリーチャーがダメージを与える場合、さらにあなたはその点数分のライフを得る。）,<i>She crushes darkness beneath her charger's hooves.</i>,<i>彼女は軍馬の蹄で闇を踏み破る。</i>,Tyler Jacobson,15,,,,,,,,,,M14,コモン,,
