カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Blossoming Sands,1,,Blossoming Sands,,Colorless,,土地,,"Blossoming Sands enters the battlefield tapped.<br/>When Blossoming Sands enters the battlefield, you gain 1 life.<br/>{Tap}: Add {G} or {W} to your mana pool.",,,,,,,,,,,,,,Blossoming Sands,花咲く砂地,"Blossoming Sands enters the battlefield tapped.<br/>When Blossoming Sands enters the battlefield, you gain 1 life.<br/>{Tap}: Add {G} or {W} to your mana pool.",花咲く砂地はタップ状態で戦場に出る。<br/>花咲く砂地が戦場に出たとき、あなたは１点のライフを得る。<br/>{Tap}：あなたのマナ・プールに{G}か{W}を加える。,,,Sam Burley,231,,,,,,,,,,KTK,コモン,,
Brave the Sands,1,{1}{W},Brave the Sands,,W,,エンチャント,,Creatures you control have vigilance.<br/>Each creature you control can block an additional creature.,,,,,,,,,,,,,,Brave the Sands,砂への挑戦,Creatures you control have vigilance.<br/>Each creature you control can block an additional creature.,あなたがコントロールするクリーチャーは警戒を持つ。<br/>あなたがコントロールする各クリーチャーは、さらに１体のクリーチャーをブロックできる。,"<i>Enduring the most desolate and dangerous conditions, Abzan sentries unfailingly guard the stronghold gates.</i>",<i>孤独と危険な状況を耐え忍びながら、アブザンの歩哨たちは忠実に要塞の門を警備している。</i>,Dave Kendall,5,,,,,,,,,,KTK,アンコモン,,
Briber's Purse,1,{X},Briber's Purse,,Colorless,,アーティファクト,,"Briber's Purse enters the battlefield with X gem counters on it.<br/>{1}, {Tap}, Remove a gem counter from Briber's Purse: Target creature can't attack or block this turn.",,,,,,,,,,,,,,Briber's Purse,贈賄者の財布,"Briber's Purse enters the battlefield with X gem counters on it.<br/>{1}, {Tap}, Remove a gem counter from Briber's Purse: Target creature can't attack or block this turn.","贈賄者の財布は、宝石カウンターがＸ個置かれた状態で戦場に出る。<br/>{1}, {Tap}, 贈賄者の財布の上から宝石カウンターを１個取り除く：クリーチャー１体を対象とする。それはこのターン、攻撃したりブロックしたりできない。","<i>Victory is certain. The price, negotiable.</i>",<i>勝利は確実。その価格は交渉可能である。</i>,Steve Argyle,217,,,,,,,,,,KTK,アンコモン,,
Bring Low,1,{3}{R},Bring Low,,R,,インスタント,,"Bring Low deals 3 damage to target creature. If that creature has a +1/+1 counter on it, Bring Low deals 5 damage to it instead.",,,,,,,,,,,,,,Bring Low,打ち倒し,"Bring Low deals 3 damage to target creature. If that creature has a +1/+1 counter on it, Bring Low deals 5 damage to it instead.",クリーチャー１体を対象とする。打ち倒しはそれに３点のダメージを与える。そのクリーチャーの上に＋１/＋１カウンターが置かれているなら、代わりに打ち倒しはそれに５点のダメージを与える。,"<i>""People are often humbled by the elements. But the elements, too, can be humbled."" <br/></i><br/></i>?Surrak, khan of the Temur</i>",<i>「人はしばしば自然の力によって萎縮させられる場合がある。しかし、その自然ですら萎縮させられることもある。」 <br/></i><br/></i>――ティムールのカン、スーラク</i>,Slawomir Maniak,103,,,,,,,,,,KTK,コモン,,
Burn Away,1,{4}{R},Burn Away,,R,,インスタント,,"Burn Away deals 6 damage to target creature. When that creature dies this turn, exile all cards from its controller's graveyard.",,,,,,,,,,,,,,Burn Away,焼き払い,"Burn Away deals 6 damage to target creature. When that creature dies this turn, exile all cards from its controller's graveyard.",クリーチャー１体を対象とする。焼き払いはそれに６点のダメージを与える。このターンにそのクリーチャーが死亡したとき、それのコントローラーの墓地にあるすべてのカードを追放する。,"<i>""Your corruption will burn, serpent, until there is nothing left to defile."" <br/></i><br/></i>?Asmala, bloodfire mystic</i>",<i>「大蛇よ、これ以上汚すべきものが何も残らぬまで、お前の穢れは燃え続けるだろう。」 <br/></i><br/></i>――沸血の神秘家、アスマラ</i>,Vincent Proce,104,,,,,,,,,,KTK,アンコモン,,
Butcher of the Horde,1,{1}{R}{W}{B},Butcher of the Horde,,WBR,,クリーチャー,デーモン,"Flying<br/>Sacrifice another creature: Butcher of the Horde gains your choice of vigilance, lifelink, or haste until end of turn.",5,4,,,,,,,,,,,,Butcher of the Horde,軍族の解体者,"Flying<br/>Sacrifice another creature: Butcher of the Horde gains your choice of vigilance, lifelink, or haste until end of turn.",飛行<br/>他のクリーチャーを１体生け贄に捧げる：ターン終了時まで、軍族の解体者は警戒か絆魂か速攻のうち、あなたが選んだ１つを得る。,,,Karl Kopinski,168,,,,,,,,,,KTK,レア,,
Cancel,1,{1}{U}{U},Cancel,,U,,インスタント,,Counter target spell.,,,,,,,,,,,,,,Cancel,取り消し,Counter target spell.,呪文１つを対象とし、それを打ち消す。,"<i>""Even the greatest inferno begins as a spark. And anyone can snuff out a spark."" <br/></i><br/></i>?Chanyi, mistfire sage</i>",<i>「巨大な猛火ですらはじまりは火花に過ぎない。そして誰でも火花を消すことはできる。」 <br/></i><br/></i>――霧炎の賢者、チャンイ</i>,Slawomir Maniak,33,,,,,,,,,,KTK,コモン,,
Canyon Lurkers,1,{4}{R},Canyon Lurkers,,R,,クリーチャー,人間 ならず者,Morph {3}{R} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>,5,2,,,,,,,,,,,,Canyon Lurkers,峡谷に潜むもの,Morph {3}{R} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>,変異{3}{R}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）,"<i>The broken Qal Sisma foothills make poor terrain for cavalry, but a perfect setting for ambushes.</i>",<i>起伏のあるカル・シスマ丘陵地帯は騎兵にとっては不利な地形であるが、伏兵を配置するにはうってつけの地形である。</i>,Cynthia Sheppard,105,,,,,,,,,,KTK,コモン,,
Chief of the Edge,1,{W}{B},Chief of the Edge,,WB,,クリーチャー,人間 戦士,Other Warrior creatures you control get +1/+0.,3,2,,,,,,,,,,,,Chief of the Edge,刃の隊長,Other Warrior creatures you control get +1/+0.,あなたがコントロールする他の戦士・クリーチャーは＋１/＋０の修整を受ける。,"<i>""We are the swift, the strong, the blade's sharp shriek! Fear nothing, and strike!""</i>",<i>「我々は速く、強く、刃が空を切る音も鋭い。恐れるな！ためらわず一撃を繰り出せ！」</i>,David Palumbo,169,,,,,,,,,,KTK,アンコモン,,
Chief of the Scale,1,{W}{B},Chief of the Scale,,WB,,クリーチャー,人間 戦士,Other Warrior creatures you control get +0/+1.,2,3,,,,,,,,,,,,Chief of the Scale,鱗の隊長,Other Warrior creatures you control get +0/+1.,あなたがコントロールする他の戦士・クリーチャーは＋０/＋１の修整を受ける。,"<i>""We are the shield unbroken. If we fall today, we will die well, and our trees will bear our names in honor.""</i>",<i>「我々は鉄壁の守りを誇る盾である。今日ここで倒れる者は、良き最期を迎える者たちである。そしてその者の名前は名誉ある名前として族樹に刻まれるだろう。」</i>,David Palumbo,170,,,,,,,,,,KTK,アンコモン,,
Clever Impersonator,1,{2}{U}{U},Clever Impersonator,,U,,クリーチャー,多相の戦士,You may have Clever Impersonator enter the battlefield as a copy of any nonland permanent on the battlefield.,0,0,,,,,,,,,,,,Clever Impersonator,賢いなりすまし,You may have Clever Impersonator enter the battlefield as a copy of any nonland permanent on the battlefield.,あなたは賢いなりすましを、戦場に出ているいずれかの土地でないパーマネントのコピーとして戦場に出してもよい。,"<i>""Our own selves are the greatest obstacles to enlightenment."" <br/></i><br/></i>?Narset, khan of the Jeskai</i>",<i>「自我こそが悟りの境地に至るための最大の障害である。」 <br/></i><br/></i>――ジェスカイのカン、ナーセット</i>,Slawomir Maniak,34,,,,,,,,,,KTK,神話レア,,
Crackling Doom,1,{R}{W}{B},Crackling Doom,,WBR,,インスタント,,Crackling Doom deals 2 damage to each opponent. Each opponent sacrifices a creature with the greatest power among creatures he or she controls.,,,,,,,,,,,,,,Crackling Doom,はじける破滅,Crackling Doom deals 2 damage to each opponent. Each opponent sacrifices a creature with the greatest power among creatures he or she controls.,はじける破滅は各対戦相手にそれぞれ２点のダメージを与える。各対戦相手はそれぞれ、自分がコントロールするクリーチャーの中で最も高いパワーを持つクリーチャーを１体生け贄に捧げる。,<i>Do not fear the lightning. Fear the one it obeys.</i>,<i>稲妻を恐れる必要はない。それが従う者を恐れよ。</i>,Yohann Schepacz,171,,,,,,,,,,KTK,レア,,
Cranial Archive,1,{2},Cranial Archive,,Colorless,,アーティファクト,,"{2}, Exile Cranial Archive: Target player shuffles his or her graveyard into his or her library. Draw a card.",,,,,,,,,,,,,,Cranial Archive,頭蓋書庫,"{2}, Exile Cranial Archive: Target player shuffles his or her graveyard into his or her library. Draw a card.","{2}, 頭蓋書庫を追放する：プレイヤー１人を対象とする。そのプレイヤーは自分のライブラリーに自分の墓地を加えて切り直す。カードを１枚引く。",<i>The greatest idea the zombie ever had in its head wasn't even its own.</i>,<i>ゾンビがその頭の中で思い描いた史上最高のアイデアは、自分のものですらなかった。</i>,Volkan Baga,218,,,,,,,,,,KTK,アンコモン,,
Crater's Claws,1,{X}{R},Crater's Claws,,R,,ソーサリー,,Crater's Claws deals X damage to target creature or player.<br/>Ferocious ? Crater's Claws deals X plus 2 damage to that creature or player instead if you control a creature with power 4 or greater.,,,,,,,,,,,,,,Crater's Claws,火口の爪,Crater's Claws deals X damage to target creature or player.<br/>Ferocious ? Crater's Claws deals X plus 2 damage to that creature or player instead if you control a creature with power 4 or greater.,クリーチャー１体かプレイヤー１人を対象とする。火口の爪はそれにＸ点のダメージを与える。<br/>獰猛 ― あなたがパワーが４以上のクリーチャーをコントロールしているなら、代わりに火口の爪はそのクリーチャーやプレイヤーに、Ｘに２を足した点数のダメージを与える。,,,Noah Bradley,106,,,,,,,,,,KTK,レア,,
Crippling Chill,1,{2}{U},Crippling Chill,,U,,インスタント,,Tap target creature. It doesn't untap during its controller's next untap step.<br/>Draw a card.,,,,,,,,,,,,,,Crippling Chill,悪寒,Tap target creature. It doesn't untap during its controller's next untap step.<br/>Draw a card.,クリーチャー１体を対象とし、それをタップする。それは、それのコントローラーの次のアンタップ・ステップにアンタップしない。<br/>カードを１枚引く。,"<i>In the silence of the ice, even dreams become still.</i>",<i>氷の沈黙の下では、夢すらも静止する。</i>,Torstein Nordstrand,35,,,,,,,,,,KTK,コモン,,
Dazzling Ramparts,1,{4}{W},Dazzling Ramparts,,W,,クリーチャー,壁,"Defender<br/>{1}{W}, {Tap}: Tap target creature.",0,7,,,,,,,,,,,,Dazzling Ramparts,まばゆい塁壁,"Defender<br/>{1}{W}, {Tap}: Tap target creature.","防衛<br/>{1}{W}, {Tap}：クリーチャー１体を対象とし、それをタップする。","<i>When Anafenza holds court under the First Tree, the gates of Mer-Ek are sealed. No safer place exists in all of Tarkir.</i>",<i>始まりの木の下でアナフェンザが法廷を開くとき、マー＝エクの門は閉ざされる。これ以上安全な場所は、タルキール全土を探しても存在しない。</i>,Jung Park,6,,,,,,,,,,KTK,アンコモン,,
Dead Drop,1,{9}{B},Dead Drop,,B,,ソーサリー,,Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Target player sacrifices two creatures.,,,,,,,,,,,,,,Dead Drop,死の投下,Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Target player sacrifices two creatures.,探査（この呪文を唱える段階であなたがあなたの墓地から追放した各カードは、{1}を支払う。）ｆ<br/>プレイヤー１人を対象とする。そのプレイヤーはクリーチャーを２体生け贄に捧げる。,"<i>Got a diving lesson <br/></i><br/></i>?Sultai expression meaning <br/></i><br/></i>""was fed to the crocodiles""</i>",<i>水練を受けた <br/></i><br/></i>――スゥルタイの言い回しで <br/></i><br/></i>「クロコダイルのエサにされた」</i>,Greg Staples,67,,,,,,,,,,KTK,アンコモン,,
Death Frenzy,1,{3}{B}{G},Death Frenzy,,BG,,ソーサリー,,"All creatures get -2/-2 until end of turn. Whenever a creature dies this turn, you gain 1 life.",,,,,,,,,,,,,,Death Frenzy,死の激情,"All creatures get -2/-2 until end of turn. Whenever a creature dies this turn, you gain 1 life.",ターン終了時まで、すべてのクリーチャーは－２/－２の修整を受ける。このターン、クリーチャーが１体死亡するたび、あなたは１点のライフを得る。,<i>The crocodiles' putrid jaws swallow everything but the screams.</i>,<i>クロコダイルたちの朽ちゆく顎は、叫び声以外のすべてを飲み込む。</i>,Steve Prescott,172,,,,,,,,,,KTK,アンコモン,,
Debilitating Injury,1,{1}{B},Debilitating Injury,,B,,エンチャント,オーラ,Enchant creature<br/>Enchanted creature gets -2/-2.,,,,,,,,,,,,,,Debilitating Injury,消耗する負傷,Enchant creature<br/>Enchanted creature gets -2/-2.,エンチャント（クリーチャー）<br/>エンチャントされているクリーチャーは－２/－２の修整を受ける。,"<i>""If weakness does not exist within the Temur then we shall force it upon them."" <br/></i><br/></i>?Sidisi, khan of the Sultai</i>",<i>「ティムール内部に弱点が無いのであれば、それをこちらが連中に押し付けてやるまでだ。」 <br/></i><br/></i>――スゥルタイのカン、シディシ</i>,Slawomir Maniak,68,,,,,,,,,,KTK,コモン,,
