カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Archetype of Imagination,1,{4}{U}{U},Archetype of Imagination,,U,,エンチャント クリーチャー,人間 ウィザード,Creatures you control have flying.<br/>Creatures your opponents control lose flying and can't have or gain flying.,3,2,,,,,,,,,,,,Archetype of Imagination,空想の元型,Creatures you control have flying.<br/>Creatures your opponents control lose flying and can't have or gain flying.,あなたがコントロールするクリーチャーは飛行を持つ。<br/>あなたの対戦相手がコントロールするクリーチャーは飛行を失うとともに、飛行を得ることも持つこともできない。,"<i>""Is it not the embodiment of our aspirations?"" <br/></i><br/></i>—Prokopios, astronomer of Meletis</i>","<i>「それは我々の願望が具象化したものではないのか？」 <br/></i><br/></i>――メレティスの天文学者、プロコピオス</i>",Robbie Trevino,32,,,,,,,,,,BNG,アンコモン,,
Arena Athlete,1,{1}{R},Arena Athlete,,R,,クリーチャー,人間,"Heroic — Whenever you cast a spell that targets Arena Athlete, target creature an opponent controls can't block this turn.",2,1,,,,,,,,,,,,Arena Athlete,闘技場の競技者,"Heroic — Whenever you cast a spell that targets Arena Athlete, target creature an opponent controls can't block this turn.",英雄的 ― あなたが闘技場の競技者を対象とする呪文を１つ唱えるたび、対戦相手がコントロールするクリーチャー１体を対象とする。このターン、それではブロックできない。,"<i>The Iroan Games award no medals. Athletes vie for a visit from Iroas, god of victory.</i>",<i>イロアスの競技会ではメダルは授与されない。競技者達は勝利の神イロアスからの御光臨を賜ることを目指し競うのである。</i>,Jason Chan,113,,,,,,,,,,THS,アンコモン,,
Armament of Nyx,1,{2}{W},Armament of Nyx,,W,,エンチャント,オーラ,"Enchant creature<br/>Enchanted creature has double strike as long as it's an enchantment. Otherwise, prevent all damage that would be dealt by enchanted creature. <i>(A creature with double strike deals both first-strike and regular combat damage.)</i>",,,,,,,,,,,,,,Armament of Nyx,ニクスの武装,"Enchant creature<br/>Enchanted creature has double strike as long as it's an enchantment. Otherwise, prevent all damage that would be dealt by enchanted creature. <i>(A creature with double strike deals both first-strike and regular combat damage.)</i>",エンチャント（クリーチャー）<br/>エンチャントされているクリーチャーは、それがエンチャントであるかぎり二段攻撃を持つ。そうでないなら、エンチャントされているクリーチャーが与えるすべてのダメージを軽減する。（二段攻撃を持つクリーチャーは先制攻撃と通常の戦闘ダメージの両方を与える。）,,,Slawomir Maniak,4,,,,,,,,,,JOU,コモン,,
Armory of Iroas,1,{2},Armory of Iroas,,Colorless,,アーティファクト,装備品,"Whenever equipped creature attacks, put a +1/+1 counter on it.<br/>Equip {2}",,,,,,,,,,,,,,Armory of Iroas,イロアスの武器庫,"Whenever equipped creature attacks, put a +1/+1 counter on it.<br/>Equip {2}",装備しているクリーチャーが攻撃するたび、その上に＋１/＋１カウンターを１個置く。<br/>装備{2},"<i>From a distance the weapons look pristine, but in fact they are tarnished and dented, each as unique as the champion who carried it to battle.</i>",<i>遠目から見ればそれらの武器は新品のように見えるが、実際はそれらは汚れ、へこんでいた。それを戦場に身に着けていたそれぞれの勇者と同じように。</i>,Yeong-Hao Han,158,,,,,,,,,,JOU,アンコモン,,
Artisan of Forms,1,{1}{U},Artisan of Forms,,U,,クリーチャー,人間 ウィザード,"Heroic — Whenever you cast a spell that targets Artisan of Forms, you may have Artisan of Forms become a copy of target creature and gain this ability.",1,1,,,,,,,,,,,,Artisan of Forms,形態の職工,"Heroic — Whenever you cast a spell that targets Artisan of Forms, you may have Artisan of Forms become a copy of target creature and gain this ability.",英雄的 ― あなたが形態の職工を対象とする呪文を１つ唱えるたび、クリーチャー１体を対象とする。あなたは形態の職工をそれのコピーにしてもよい。そうしたなら、これはこの能力を得る。,,,Min Yum,40,,,,,,,,,,THS,レア,,
Artisan's Sorrow,1,{3}{G},Artisan's Sorrow,,G,,インスタント,,"Destroy target artifact or enchantment. Scry 2. <i>(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",,,,,,,,,,,,,,Artisan's Sorrow,職工の悲しみ,"Destroy target artifact or enchantment. Scry 2. <i>(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",アーティファクト１つかエンチャント１つを対象とし、それを破壊する。占術２を行う。（あなたのライブラリーの一番上から２枚のカードを見て、そのうちの望む枚数のカードを望む順番であなたのライブラリーの一番下に置き、残りを望む順番で一番上に置く。）,<i>Some seers read bones or entrails. Others just like to break things.</i>,<i>骨や臓物を読む予見者もいれば、ただ破壊することのみを喜びとする者もいる。</i>,Jung Park,151,,,,,,,,,,THS,アンコモン,,
Ashen Rider,1,{4}{W}{W}{B}{B},Ashen Rider,,WB,,クリーチャー,執政官,"Flying<br/>When Ashen Rider enters the battlefield or dies, exile target permanent.",5,5,,,,,,,,,,,,Ashen Rider,灰燼の乗り手,"Flying<br/>When Ashen Rider enters the battlefield or dies, exile target permanent.",飛行<br/>灰燼の乗り手が戦場に出たか死亡したとき、パーマネント１つを対象とし、それを追放する。,<i>One offering to appease her on her arrival. Another to celebrate her departure.</i>,<i>到着時に彼女をなだめるために奉納物をひとつ捧げ、そしてその出立を祝うためにもう一つ捧げる。</i>,Chris Rahn,187,,,,,,,,,,THS,神話レア,,
"Ashiok, Nightmare Weaver",1,{1}{U}{B},"Ashiok, Nightmare Weaver",,UB,,プレインズウォーカー,アショク,"+2: Exile the top three cards of target opponent's library.<br/>-X: Put a creature card with converted mana cost X exiled with Ashiok, Nightmare Weaver onto the battlefield under your control. That creature is a Nightmare in addition to its other types.<br/>-10: Exile all cards from all opponents' hands and graveyards.",,,3,,,,,,,,,,,"Ashiok, Nightmare Weaver",悪夢の織り手、アショク,"+2: Exile the top three cards of target opponent's library.<br/>-X: Put a creature card with converted mana cost X exiled with Ashiok, Nightmare Weaver onto the battlefield under your control. That creature is a Nightmare in addition to its other types.<br/>-10: Exile all cards from all opponents' hands and graveyards.",+2：対戦相手１人を対象とし、そのプレイヤーのライブラリーの一番上から３枚のカードを追放する。<br/>-X：悪夢の織り手、アショクによって追放された点数で見たマナ・コストがＸのクリーチャー・カード１枚をあなたのコントロール下で戦場に出す。そのクリーチャーは、他のタイプに加えてナイトメアでもある。<br/>-10：すべての対戦相手の手札と墓地にある、すべてのカードを追放する。,,,Karla Ortiz,188,,,,,,,,,,THS,神話レア,,
Ashiok's Adept,1,{2}{B},Ashiok's Adept,,B,,クリーチャー,人間 ウィザード,"Heroic — Whenever you cast a spell that targets Ashiok's Adept, each opponent discards a card.",1,3,,,,,,,,,,,,Ashiok's Adept,アショクの心酔者,"Heroic — Whenever you cast a spell that targets Ashiok's Adept, each opponent discards a card.",英雄的 ― あなたがアショクの心酔者を対象とする呪文を１つ唱えるたび、各対戦相手はそれぞれカードを１枚捨てる。,"<i>""Every nightmare is a caged bird that yearns to be set free."" <br/></i><br/></i>—Ashiok, Nightmare Weaver</i>","<i>「すべての悪夢とは、いうなれば解放されることを願う檻の中の小鳥である。」 <br/></i><br/></i>――悪夢の織り手、アショク</i>",Karla Ortiz,59,,,,,,,,,,BNG,アンコモン,,
Aspect of Gorgon,1,{2}{B},Aspect of Gorgon,,B,,エンチャント,オーラ,Enchant creature<br/>Enchanted creature gets +1/+3 and has deathtouch. <i>(Any amount of damage it deals to a creature is enough to destroy it.)</i>,,,,,,,,,,,,,,Aspect of Gorgon,ゴルゴンの血,Enchant creature<br/>Enchanted creature gets +1/+3 and has deathtouch. <i>(Any amount of damage it deals to a creature is enough to destroy it.)</i>,エンチャント（クリーチャー）<br/>エンチャントされているクリーチャーは、＋１/＋３の修整を受けるとともに接死を持つ。（これが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）,"<i>""My adopted children are loved no less.""</i><br/></i>—Pharika, god of affliction</i>","<i>「私は養子として受け入れた子供たちにも、等しく愛情をかけていますよ。」 <br/></i><br/></i>――苦悶の神、ファリカ</i>",Willian Murai,60,,,,,,,,,,JOU,コモン,,
Aspect of Hydra,1,{G},Aspect of Hydra,,G,,インスタント,,"Target creature gets +X/+X until end of turn, where X is your devotion to green. <i>(Each {G} in the mana costs of permanents you control counts toward your devotion to green.)</i>",,,,,,,,,,,,,,Aspect of Hydra,ハイドラの血,"Target creature gets +X/+X until end of turn, where X is your devotion to green. <i>(Each {G} in the mana costs of permanents you control counts toward your devotion to green.)</i>",クリーチャー１体を対象とする。それはターン終了時まで＋Ｘ/＋Ｘの修整を受ける。Ｘはあなたの緑への信心に等しい。（あなたの緑への信心は、あなたがコントロールするパーマネントのマナ・コストに含まれる{G}の総数に等しい。）,"<i>""Even alone I outnumber you.""</i>",<i>「私一人でも、あなたに数で勝っているわよ。」</i>,Mark Winters,117,,,,,,,,,,BNG,コモン,,
Asphodel Wanderer,1,{B},Asphodel Wanderer,,B,,クリーチャー,スケルトン 兵士,{2}{B}: Regenerate Asphodel Wanderer.,1,1,,,,,,,,,,,,Asphodel Wanderer,アスフォデルの放浪者,{2}{B}: Regenerate Asphodel Wanderer.,{2}{B}：アスフォデルの放浪者を再生する。,"<i>He killed out of hate, so now only hate sustains him. He sought immortality, so the gods gave it to him.</i>",<i>彼は憎しみのあまり人を殺めた。故に今ではその憎しみだけが彼を維持している。彼は不死を望み、そして神々は彼の望みを叶えた。</i>,Scott Chou,77,,,,,,,,,,THS,コモン,,
Asphyxiate,1,{1}{B}{B},Asphyxiate,,B,,ソーサリー,,Destroy target untapped creature.,,,,,,,,,,,,,,Asphyxiate,窒息死,Destroy target untapped creature.,アンタップ状態のクリーチャー１体を対象とし、それを破壊する。,"<i>""Some poisons enter through the blood. Some are ingested. Some are inhaled. All ways through which mortals draw strength are paths for poison."" <br/></i><br/></i>—Agathe, priest of Pharika</i>","<i>「ある毒は血を通じて体内に入る。飲み込むことで入る毒もあれば呼吸と共に吸引する毒もある。定命の者が力を得るためのあらゆる手段は、毒が回るための経路でもあるのさ。」 <br/></i><br/></i>――ファリカの神官、アガテ</i>",Kev Walker,60,,,,,,,,,,BNG,コモン,,
Astral Cornucopia,1,{X}{X}{X},Astral Cornucopia,,Colorless,,アーティファクト,,Astral Cornucopia enters the battlefield with X charge counters on it.<br/>{Tap}: Choose a color. Add one mana of that color to your mana pool for each charge counter on Astral Cornucopia.,,,,,,,,,,,,,,Astral Cornucopia,霊体のヤギ角,Astral Cornucopia enters the battlefield with X charge counters on it.<br/>{Tap}: Choose a color. Add one mana of that color to your mana pool for each charge counter on Astral Cornucopia.,霊体のヤギ角は、蓄積カウンターがＸ個置かれた状態で戦場に出る。<br/>{Tap}：色を１つ選ぶ。霊体のヤギ角の上に置かれた蓄積カウンター１個につき、あなたのマナ・プールにその色のマナ１点を加える。,,,Aleksi Briclot,157,,,,,,,,,,BNG,レア,,
"Athreos, God of Passage",1,{1}{W}{B},"Athreos, God of Passage",,WB,伝説の,エンチャント クリーチャー,God,"Indestructible<br/>As long as your devotion to white and black is less than seven, Athreos isn't a creature.<br/>Whenever another creature you own dies, return it to your hand unless target opponent pays 3 life.",5,4,,,,,,,,,,,,"Athreos, God of Passage",通行の神、エイスリオス,"Indestructible<br/>As long as your devotion to white and black is less than seven, Athreos isn't a creature.<br/>Whenever another creature you own dies, return it to your hand unless target opponent pays 3 life.",破壊不能<br/>あなたの白と黒への信心が７未満であるかぎり、通行の神、エイスリオスはクリーチャーではない。<br/>あなたがオーナーである他のクリーチャーが１体死亡するたび、対戦相手１人を対象とする。そのプレイヤーがライフを３点支払わないかぎり、それをあなたの手札に戻す。,,,Ryan Barger,146,,,,,,,,,,JOU,神話レア,,
